PopupChinese.com – New HSK Level 6,,,,,
序号,词汇,繁体,拼音,英文翻译,词性
1122,牢固,牢固,lao2gu4,fastness,noun
1123,牢骚,牢騷,lao2sao1,complaint,noun
1124,乐趣,樂趣,le4qu4,delight,noun
1125,乐意,樂意,le4yi4,to be willing to,verb
1126,雷达,雷達,lei2da2,radar,noun
1127,类似,類似,lei4si4,analogy,noun
1128,冷淡,冷淡,leng3dan4,chillness,noun
1129,冷静,冷靜,leng3jing4,calmness,noun
1130,冷酷,冷酷,leng3ku4,inexorability,noun
1131,冷却,冷卻,leng3que4,cooling,noun
1132,愣,愣,leng4,blank,adjective
1133,黎明,黎明,li2ming2,dawn,noun
1134,理睬,理睬,li3cai3,to pay attention to,verb
1135,里程碑,里程碑,li3cheng2bei1,landmark,noun
1136,礼节,禮節,li3jie2,ceremony,noun
1137,理所当然,理所當然,li3suo3dang1ran2,to go without saying,verb
1138,理直气壮,理直氣壯,li3zhi2qi4zhuang4,be in the right and self-confident,adjective
1139,理智,理智,li3zhi4,reason,noun
1140,立场,立場,li4chang3,standpoint,noun
1141,历代,歷代,li4dai4,successive dynasties,noun
1142,利害,利害,li4hai4,formidable ,adjective
1143,立交桥,立交橋,li4jiao1qiao2,cloverleaf junction,noun
1144,历来,歷來,li4lai2,always,adverb
1145,利率,利率,li4lv4,interest rate,noun
1146,力所能及,力所能及,li4suo3neng2ji2,in one's power,adjective
1147,立体,立體,li4ti3,stereoscopic,adjective
1148,力图,力圖,li4tu2,to strive,verb
1149,力争,力爭,li4tu2,to work hard for,verb
1150,例外,例外,li4wai4,exception,noun
1151,立足,立足,li4zu2,to base oneself upon,verb
1152,联欢,聯歡,lian2huan1,to gam,verb
1153,廉洁,廉潔,lian2jie2,probity,noun
1154,联络,聯絡,lian2luo4,to connect,verb
1155,连忙,連忙,lian2mang2,promptly,adverb
1156,连年,連年,lian2nian2,in successive years,adverb
1157,连锁,連鎖,lian2suo3,catenation,noun
1158,连同,連同,lian2tong2,in connection with,conjunction
1159,联想,聯想,lian2xiang3,to associate,verb
1160,良心,良心,liang2xin1,conscience,noun
1161,晾,晾,liang4,to dry in the air,verb
1162,谅解,諒解,liang4jie3,to understand,verb
1163,辽阔,遼闊,liao2kuo4,vast,adjective
1164,列举,列舉,lie4ju3,to enumerate,verb
1165,淋,淋,lin2,to drench,verb
1166,临床,臨床,lin2chuang2,clinical,adjective
1167,吝啬,吝嗇,lin4se4,cheeseparing,noun
1168,凌晨,淩晨,ling2chen2,wee hours,noun
1169,灵感,靈感,ling2gan3,inspiration,noun
1170,灵魂,靈魂,ling2hun2,soul,noun
1171,伶俐,伶俐,ling2li4,clever,adjective
1172,灵敏,靈敏,ling2min3,to be sensitive to,verb
1173,零星,零星,ling2xing1,sporadically,adverb
1174,领会,領會,ling3hui4,comprehend,verb
1175,领事馆,領事館,ling3shi4guan3,consulate,noun
1176,领土,領土,ling3tu3,territory,noun
1177,领悟,領悟,ling3wu4,apperception,noun
1178,领先,領先,ling3xian1,to lead,verb
1179,领袖,領袖,ling3xiu4,cacique,noun
1180,溜,溜,liu1,to steal,verb
1181,丢三落四,丟三落四,liu1san1la4si4,to forget this and that,verb
1182,流浪,流浪,liu2lang4,wandering,noun
1183,留恋,留戀,liu2lian4,to reluctant to depart,verb
1184,流露,流露,liu2lu4,to outpour,verb
1185,流氓,流氓,liu2mang2,blackguard,noun
1186,留念,留念,liu2nian4,to keep as a souvenir,verb
1187,留神,留神,liu2shen2,to look out,verb
1188,流通,流通,liu2tong1,currency,noun
1189,隆重,隆重,long2zhong4,solemn,adjective
1190,垄断,壟斷,long3duan4,to monopolize,verb
1191,聋哑,聾啞,long3ya3,surdimutism,noun
1192,笼罩,籠罩,long3zhao4,to fold,verb
1193,搂,摟,lou3,cuddle,noun
1194,炉灶,爐灶,lu2zhao4,cooker,noun
1195,轮船,輪船,lun2chuan2,steamer,noun
1196,轮廓,輪廓,lun2kuo4,contour,noun
1197,轮胎,輪胎,lun2tai1,tyre,noun
1198,论坛,論壇,lun4tan2,forum,noun
1199,论证,論證,lun4zheng4,argumentation,noun
1200,啰嗦,囉嗦,luo1suo5,long-winded,adjective
1201,螺丝钉,螺絲釘,luo2si1ding1,screw,noun
1202,落成,落成,luo4cheng2,to complete,verb
1203,落实,落實,luo4shi2,to fulfil,verb
1204,络绎不绝,絡繹不絕,luo4yi4bu4jue2,in an endless stream,adjective
1205,屡次,屢次,lv3ci4,frequently,adverb
1206,履行,履行,lv3xing2,to carry out,verb
1207,掠夺,掠奪,lve4duo2,to depredate,verb
1208,略微,略微,lve4wei1,appreciably,adverb
1209,麻痹,麻痹,ma2bi4,anaesthetization,noun
1210,麻木,麻木,ma2mu4,numb,adjective
1211,麻醉,麻醉,ma2zui4,narcosis,noun
1212,码头,碼頭,ma3tou2,dock,noun
1213,嘛,嘛,ma5,well,auxiliary
1214,埋伏,埋伏,mai2fu5,ambuscade,noun
1215,埋没,埋沒,mai2mo4,to cover,verb
1216,埋葬,埋葬,mai2zang4,to bury,verb
1217,迈,邁,mai4,to stride,verb
1218,脉搏,脈搏,mai4bo2,pulse,noun
1219,埋怨,埋怨,man2yuan4,to complain,verb
1220,漫长,漫長,man4chang2,lengthy,adjective
1221,漫画,漫畫,man4hua4,caricature,noun
1222,慢性,慢性,man4xing4,chronic,adjective
1223,蔓延,蔓延,man4yan2,to overspread,verb
1224,忙碌,忙碌,mang2lu4,to bustle about,verb
1225,茫茫,茫茫,mang2mang2,boundless,adjective
1226,盲目,盲目,mang2mu4,blindness,noun
1227,茫然,茫然,mang2ran2,dazed,adjective
1228,冒充,冒充,mao4chong1,to imitate,verb
1229,茂盛,茂盛,mao4sheng4,flourish,adjective
1230,枚,枚,mei2,measure word,measure word
1231,媒介,媒介,mei2jie4,medium,noun
1232,媒体,媒體,mei2ti3,media,noun
1233,没辙,沒轍,mei2zhe2,no way to go about,verb
1234,美观,美觀,mei3guan1,aesthetic,adjective
1235,美满,美滿,mei3man3,happy,adjective
1236,美妙,美妙,mei3miao4,beautiful,adjective
1237,门诊,門診,men2zhen3,clinic,noun
1238,蒙,蒙,meng2,to cheat,verb
1239,萌芽,萌芽,meng2ya2,bud,noun
1240,猛烈,猛烈,meng3lie4,violent,adjective
1241,梦想,夢想,meng4xiang3,dream,noun
1242,眯,眯,mi1,to narrow,verb
1243,弥补,彌補,mi2bu3,to make up for,verb
1244,迷惑,迷惑,mi2huo4,to puzzle,verb
1245,弥漫,彌漫,mi2man4,to pervade,verb
1246,迷人,迷人,mi2ren2,charming,adjective
1247,迷失,迷失,mi2shi1,to wilder,verb
1248,迷信,迷信,mi2xin4,superstition,noun
1249,密度,密度,mi4du4,density,noun
1250,密封,密封,mi4feng1,air proof,adjective
1251,免得,免得,mian3de5,lest,conjunction
1252,勉励,勉勵,mian3li4,to encourage,verb
1253,勉强,勉強,mian3qiang3,unwilling,adjective
1254,免疫,免疫,mian3yi4,immunization,noun
1255,面包,麵包,mian4bao1,bread,noun
1256,面貌,面貌,mian4mao4,visage,noun
1257,面子,面子,mian4zi5,reputation,noun
1258,描绘,描繪,miao2hui4,to depict,verb
1259,渺小,渺小,miao3xiao3,tiny,adjective
1260,蔑视,蔑視,mie4shi4,to contemn,verb
1261,灭亡,滅亡,mie4wang2,perdition,noun
1262,民间,民間,min2jian1,folk,adjective
1263,民用,民用,min2yong4,civilian use,noun
1264,敏感,敏感,min3gan3,sensitivity,noun
1265,敏捷,敏捷,min3jie2,agility,noun
1266,敏锐,敏銳,min3rui4,acuity,noun
1267,名次,名次,ming2ci4,ranking,noun
1268,名额,名額,ming2e2,quota,noun
1269,名副其实,名副其實,ming2fu4qi2shi2,to be true to one's name,verb
1270,明明,明明,ming2ming2,distinctly,adverb
1271,名誉,名譽,ming2yu4,reputation,noun
1272,命名,命名,ming4ming2,to denominate,verb
1273,摸索,摸索,mo1suo3,to grope,verb
1274,膜,膜,mo2,membrane,noun
1275,摩擦,摩擦,mo2cha1,to rub,verb
1276,模范,模範,mo2fan4,exemplar,noun
1277,魔鬼,魔鬼,mo2gui3,devil,noun
1278,磨合,磨合,mo2he2,to grind in,verb
1279,模式,模式,mo2shi4,pattern,noun
1280,魔术,魔術,mo2shu4,sorcery,noun
1281,模型,模型,mo2xing2,model,noun
1282,抹杀,抹殺,mo3sha1,to erase,verb
1283,莫名其妙,莫名其妙,mo4ming2qi2miao4,without rhyme or reason,adverb
1284,默默,默默,mo4mo4,silently,adverb
1285,墨水儿,墨水兒,mo4shui3r5,ink,noun
1286,谋求,謀求,mou2qiu2,to buck for,verb
1287,模样,模樣,mu2yang4,appearance,noun
1288,母语,母語,mu3yu3,mother tongue,noun
1289,目睹,目睹,mu4du3,to discern,verb
1290,目光,目光,mu4guang1,sight,noun
1291,目录,目錄,mu4lu4,catalog,noun
1292,沐浴,沐浴,mu4yu4,bath,noun
1293,嗯,嗯,n5,er,auxiliary
1294,拿手,拿手,na2shou3,skillful,adjective
1295,纳闷儿,納悶兒,na4menr4,to be perplexed,verb
1296,耐用,耐用,nai4yong4,durable,adjective
1297,难得,難得,nan2de2,one in a thousand,adjective
1298,难看,難看,nan2kan4,ugly,adjective
1299,难免,難免,nan2mian3,inevitably,adverb
1300,难能可贵,難能可貴,nan2neng2ke3gui4,invaluable,adjective
1301,恼火,惱火,nao3huo3,to be angry,verb
1302,内涵,內涵,nei4han2,connotation,noun
1303,内幕,內幕,nei4mu4,low-down,noun
1304,内在,內在,nei4zai4,internal,adjective
1305,能量,能量,neng2liang4,energy,noun
1306,年度,年度,nian2du4,year,noun
1307,捏,捏,nie1,to nip,verb
1308,凝固,凝固,ning2gu4,concreting,noun
1309,凝聚,凝聚,ning2ju4,to agglomerate,verb
1310,凝视,凝視,ning2shi4,to gaze,verb
1311,拧,擰,ning3,to screw,verb
1312,拟定,擬定,ning3ding4,to study out,verb
1313,宁肯,寧肯,ning4ken3,would rather,conjunction
1314,宁愿,寧願,ning4yuan4,would rather,conjunction
1315,纽扣儿,紐扣兒,niu3kou4r5,fastener,noun
1316,扭转,扭轉,niu3zhuan3,torsion,noun
1317,浓厚,濃厚,nong2hou4,dense,adjective
1318,农历,農曆,nong2li4,lunar calendar,noun
1319,奴隶,奴隸,nu2li4,slave,noun
1320,挪,挪,nuo2,to move,verb
1321,虐待,虐待,nve4dai4,to abuse,verb
1322,哦,哦,o5,oh,auxiliary
1323,殴打,毆打,ou1da3,to beat up,verb
1324,欧洲,歐洲,Ou1zhou1,Europe,noun
1325,呕吐,嘔吐,ou3tu4,to disgorge,verb
1326,趴,趴,pa1,to grovel,verb
1327,排斥,排斥,pai2chi4,to blackball,verb
1328,排除,排除,pai2chu2,to exclude,verb
1329,排放,排放,pai2fang4,emission,noun
1330,徘徊,徘徊,pai2huai2,to hesitate,verb
1331,派别,派別,pai4bie4,faction,noun
1332,派遣,派遣,pai4qian3,to dispatch,verb
1333,攀登,攀登,pan1deng1,to climb,verb
1334,盘旋,盤旋,pan2xuan2,to circle,verb
1335,畔,畔,pan4,bank,noun
1336,判决,判決,pan4jue2,to adjudge,verb
1337,庞大,龐大,pang2da4,tremendous,adjective
1338,抛弃,拋棄,pao1qi4,to abandon,verb
1339,泡沫,泡沫,pao4mo4,bubble,noun
1340,培养,培養,pei2yang3,to cultivate,verb
1341,培育,培育,pei2yu4,to foster,verb
1342,配备,配備,pei4bei4,to equip,verb
1343,配偶,配偶,pei4ou3,spouse,noun
1344,配套,配套,pei4tao4,to form a complete set,verb
1345,盆地,盆地,pen2di4,basin,noun
1346,烹饪,烹飪,peng1ren4,to cook,verb
1347,捧,捧,peng3,to hold in both hands,verb
1348,劈,劈,pi1,to hag,verb
1349,批发,批發,pi1fa1,wholesale,noun
1350,批判,批判,pi1pan4,to animadvert on,verb
1351,疲惫,疲憊,pi2bei4,tired,adjective
1352,皮革,皮革,pi2ge2,leather,noun
1353,疲倦,疲倦,pi2juan4,languor,noun
1354,屁股,屁股,pi4gu5,butt,noun
1355,譬如,譬如,pi4ru2,for example,conjunction
1356,偏差,偏差,pian1cha1,windage,noun
1357,偏僻,偏僻,pian1pi4,remote,adjective
1358,偏见,偏見,pian1jian4,prejudice,noun
1359,偏偏,偏偏,pian1pian1,contrary to what is expected,adverb
1360,片断,片斷,pian4duan4,dribs and drabs,noun
1361,片刻,片刻,pian4ke4,awhile,noun
1362,漂浮,漂浮,piao1fu2,to float,verb
1363,飘扬,飄揚,piao1yang2,to flutter,verb
1364,拼搏,拼搏,pin1bo2,to struggle,verb
1365,拼命,拼命,pin1ming4,at full split,adverb
1366,贫乏,貧乏,pin2fa2,lacking,adjective
1367,频繁,頻繁,pin2fan2,frequently,adverb
1368,贫困,貧困,pin2kun4,poverty,noun
1369,频率,頻率,pin2lv4,frequency,noun
1370,品尝,品嘗,pin3chang2,to taste,verb
1371,品德,品德,pin3de2,morality,noun
1372,品行,品行,pin3xing2,behavior,noun
1373,品质,品質,pin3zhi4,character,noun
1374,平凡,平凡,ping2fan2,common,adjective
1375,评估,評估,ping2gu1,to evaluate,verb
1376,评论,評論,ping2lun4,criticism,noun
1377,平面,平面,ping2mian4,plane,noun
1378,平坦,平坦,ping2tan3,flat,adjective
1379,平行,平行,ping2xing2,parallel,adjective
1380,平原,平原,ping2yuan2,plain,noun
1381,屏障,屏障,ping2zhang4,barrier,noun
1382,颇,頗,po1,considerably,adverb
1383,坡,坡,po1,slope,noun
1384,泼,潑,po1,to slosh,verb
1385,迫不及待,迫不及待,po4bu4ji2dai4,to ager,verb
1386,魄力,魄力,po4li4,courage,noun
1387,破例,破例,po4li4,to break rules,verb
1388,迫切,迫切,po4qie4,imminence,noun
1389,扑,撲,pu1,to pounce on,verb
1390,铺,鋪,pu1,to spread,verb
1391,普及,普及,pu3ji2,popularization,noun
1392,朴实,樸實,pu3shi2,guileless,adjective
1393,瀑布,瀑布,pu4bu4,waterfall,noun
1394,欺负,欺負,qi1fu5,to bait,verb
1395,凄凉,淒涼,qi1liang2,dreariness,noun
1396,欺骗,欺騙,qi1pian4,to bam,verb
1397,期望,期望,qi1wang4,expectation,noun
1398,期限,期限,qi1xian4,time limit,noun
1399,奇妙,奇妙,qi2miao4,fantastic,adjective
1400,旗袍,旗袍,qi2pao2,cheong-sam,noun
1401,齐全,齊全,qi2quan2,complete,adjective
1402,歧视,歧視,qi2shi4,to discriminate,verb
1403,齐心协力,齊心協力,qi2xin1xie2li4,to make concerted effort,verb
1404,旗帜,旗幟,qi2zhi4,flag,noun
1405,起草,起草,qi3cao3,to draft out,verb
1406,启程,啟程,qi3cheng2,to set out,verb
1407,起初,起初,qi3chu1,in the beginning,adverb
1408,起伏,起伏,qi3fu2,ups and downs,noun
1409,乞丐,乞丐,qi3gai4,beggar,noun
1410,起哄,起哄,qi3hong4,to gather together to create a disturbance,verb
1411,起码,起碼,qi3ma3,at least,adverb
1412,启事,啟事,qi3shi4,announcement,noun
1413,启示,啟示,qi3shi4,apocalypse,noun
1414,起义,起義,qi3yi4,insurgence,noun
1415,岂有此理,豈有此理,qi3you3ci3li3,darned,adjective
1416,起源,起源,qi3yuan2,origin,noun
1417,器材,器材,qi4cai2,equipment,noun
1418,气概,氣概,qi4gai4,spirit,noun
1419,气功,氣功,qi4gong1,breathing exercise,noun
1420,器官,器官,qi4guan1,apparatus,noun
1421,迄今为止,迄今為止,qi4jin1wei2zhi3,so far,conjunction
1422,气魄,氣魄,qi4po4,verve,noun
1423,气势,氣勢,qi4shi4,look of great force or imposing manner,noun
1424,气味,氣味,qi4wei4,odor,noun
1425,气象,氣象,qi4xiang4,weather,noun
1426,气压,氣壓,qi4ya1,air pressure,noun
1427,掐,掐,qia1,to nip,verb
1428,恰当,恰當,qia4dang4,felicitous,adjective
1429,恰到好处,恰到好處,qia4dao4hao3chu4,just right,other
1430,恰巧,恰巧,qia4qiao3,by coincidence,adverb
1431,洽谈,洽談,qia4tan2,to discuss,verb
1432,牵扯,牽扯,qian1che3,to drag in,verb
1433,签订,簽訂,qian1ding4,to sign,verb
1434,千方百计,千方百計,qian1fang1bai3ji4,leave no stone unturned,adverb
1435,迁就,遷就,qian1jiu4,to indulge,verb
1436,签署,簽署,qian1shu3,to affix to,verb
1437,迁徙,遷徙,qian1xi3,to migrate,verb
1438,谦逊,謙遜,qian1xun4,modest,adjective
1439,牵制,牽制,qian1zhi4,to tie up,verb
1440,前景,前景,qian2jing3,foreground,noun
1441,潜力,潛力,qian2li4,potential,noun
1442,潜水,潛水,qian2shui3,to dive,verb
1443,前提,前提,qian2ti2,premise,noun
1444,潜移默化,潛移默化,qian2yi2mo4hua4,imperceptible,adjective
1445,谴责,譴責,qian3ze2,accusal,noun
1446,强迫,強迫,qiang2po4,to compel,verb
1447,抢劫,搶劫,qiang3jie2,to dacoity,verb
1448,抢救,搶救,qiang3jiu4,to salvage,verb
1449,桥梁,橋樑,qiao2liang2,bridge,noun
1450,翘,翹,qiao4,to raise,verb
1451,锲而不舍,鍥而不捨,qie4er2bu4she3,to perseverance,verb
1452,切实,切實,qie4shi2,practical,adjective
1453,侵犯,侵犯,qin1fan4,to infringe,verb
1454,钦佩,欽佩,qin1pei4,to admire,verb
1455,亲热,親熱,qin1re4,intimate,adjective
1456,亲身,親身,qin1shen1,personally,adverb
1457,勤俭,勤儉,qin2jian3,thrift,noun
1458,勤恳,勤懇,qin2ken3,diligent,adjective
1459,氢,氫,qing1,hydrogen,noun
1460,清澈,清澈,qing1che4,limpidity,adjective
1461,清晨,清晨,qing1chen2,morning,noun
1462,清除,清除,qing1chu2,to clean out,verb
1463,轻而易举,輕而易舉,qing1er2yi4ju3,with no difficulty,adverb
1464,清洁,清潔,qing1jie2,clean,adjective
1465,清理,清理,qing1li3,to clean up,verb
1466,倾听,傾聽,qing1ting1,to give audience to,verb
1467,清晰,清晰,qing1xi1,in focus,adverb
1468,倾向,傾向,qing1xiang4,tendency,noun
1469,倾斜,傾斜,qing1xie1,to lean,verb
1470,清真,清真,qing1zhen1,muslim,adjective
1471,情报,情報,qing2bao4,witting,noun
1472,情节,情節,qing2jie2,polt,noun
1473,晴朗,晴朗,qing2lang3,sunny,adjective
1474,情理,情理,qing2li3,sense,noun
1475,情形,情形,qing2xing2,condition,noun
1476,请柬,請柬,qing3jian3,invitation,noun
1477,请教,請教,qing3jiao4,to consult,verb
1478,请示,請示,qing3shi4,to ask for instructions,verb
1479,请帖,請帖,qing3tie3,invitation card,noun
1480,丘陵,丘陵,qiu1ling2,hill,noun
1481,区分,區分,qu1fen1,to distinguish,verb
1482,屈服,屈服,qu1fu2,to give in,verb
1483,区域,區域,qu1yu4,area,noun
1484,驱逐,驅逐,qu1zhu2,abjection,noun
1485,管道,管道,guan3dao4,channel,noun
1486,取缔,取締,qu3di4,to ban,verb
1487,曲子,曲子,qu3zi5,melody,noun
1488,趣味,趣味,qu4wei4,interest,noun
1489,全局,全域,quan2ju2,overall situation,noun
1490,圈套,圈套,quan1tao4,snare,noun
1491,权衡,權衡,quan2heng2,to balance,verb
1492,全力以赴,全力以赴,quan2li4yi3fu4,to do one's level best,verb
1493,拳头,拳頭,quan2tou5,fist,noun
1494,权威,權威,quan2wei1,authority,noun
1495,权益,權益,quan2yi4,rights and interests,noun
1496,犬,犬,quan3,canine,noun
1497,缺口,缺口,que1kou3,gap,noun
1498,缺席,缺席,que1xi2,absence,noun
1499,缺陷,缺陷,que1xian4,disfigurement,noun
1500,瘸,瘸,que2,lame,adjective
1501,确保,確保,que4bao3,to insure,verb
1502,确立,確立,que4li4,to establish,verb
1503,确切,確切,que4qie4,exact,adjective
1504,确信,確信,que4xin4,to assure,verb
1505,群众,群眾,qun2zhong4,the masses,noun
1506,染,染,ran3,to dye,verb
1507,让步,讓步,rang4bu4,to come to terms,verb
1508,饶恕,饒恕,rao2shu4,to excuse,verb
1509,扰乱,擾亂,rao3luan4,to disarrange,verb
1510,惹祸,惹禍,re3huo4,to ask for trouble,verb
1511,热泪盈眶,熱淚盈眶,re4lei4ying2kuang4,eyes filled with tears,other
1512,热门,熱門,re4men2,popular,adjective
1513,仁慈,仁慈,ren2ci2,beneficence,noun
1514,人道,人道,ren2dao4,humanism,noun
1515,人格,人格,ren2ge2,personality,noun
1516,人工,人工,ren2gong1,man-made,adjective
1517,人家,人家,ren2jia1,other people,noun
1518,人间,人間,ren2jian1,world,noun
1519,人士,人士,ren2shi4,personage,noun
1520,人为,人為,ren2wei2,artificial,adjective
1521,人性,人性,ren2xing4,human nature,noun
1522,人质,人質,ren2zhi4,hostage,noun
1523,忍耐,忍耐,ren3nai4,to keep one's temper,verb
1524,忍受,忍受,ren3shou4,to abide,verb
1525,认定,認定,ren4ding4,to firmly believe,verb
1526,认可,認可,ren4ke3,to approbate,verb
1527,任命,任命,ren4ming4,to appoint,verb
1528,任性,任性,ren4xing4,freeness,noun
1529,任意,任意,ren4yi4,discretionarily,adverb
1530,任重道远,任重道遠,ren4zhong4dao4yuan3,long way to go,other
1531,仍旧,仍舊,reng2jiu4,still,adverb
1532,日新月异,日新月異,ri4xin1yue4yi4,with each passing day,other
1533,日益,日益,ri4yi4,increasingly,adverb
1534,溶解,溶解,rong2jie3,to melt,verb
1535,容貌,容貌,rong2mao4,feature,noun
1536,容纳,容納,rong2na4,to accommodate,verb
1537,容器,容器,rong2qi4,vessel,noun
1538,融洽,融洽,rong2qia4,harmonious,adjective
1539,容忍,容忍,rong2ren3,to put up with,verb
1540,揉,揉,rou2,to knead,verb
1541,柔和,柔和,rou2he2,soft,adjective
1542,弱点,弱點,ruo4dian4,chink,noun
1543,若干,若干,ruo4gan1,some,adjective
1544,撒谎,撒謊,sa1huang3,to lie,verb
1545,腮,腮,sai1,cheek,noun
1546,三角,三角,san1jiao3,triangle,noun
1547,散文,散文,san3wen2,essay,noun
1548,散步,散步,san4bu4,to go for a walk,verb
1549,丧失,喪失,sang4shi1,to be bankrupt in,verb
1550,嫂子,嫂子,sao3zi5,sister in law,noun
1551,色彩,色彩,se4cai3,color,noun
1552,啥,啥,sha2,what,pronouns
1553,假使,假使,sha3shi3,to suppose,verb
1554,筛选,篩選,shai1xuan1,to filter,verb
1555,山脉,山脈,shan1mai4,cordillera,noun
1556,闪烁,閃爍,shan3shuo4,to coruscate,verb
1557,擅长,擅長,shan4chang2,to be accomplished in,verb
1558,擅自,擅自,shan4zi4,to make bold to,verb
1559,商标,商標,shang1biao1,brand,noun
1560,伤脑筋,傷腦筋,shang1nao3jin1,bothersome,adjective
1561,敞开,敞開,chang3kai1,to open wide,verb
1562,上级,上級,shang4ji2,superior,noun
1563,上进心,上進心,shang4jin4xin1,motivation,noun
1564,上任,上任,shang4ren4,to take office,verb
1565,上瘾,上癮,shang4yin3,to addict to,verb
1566,上游,上游,shang4you2,upstream,noun
1567,梢,梢,shao1,tip of branch,noun
1568,捎,捎,shao1,to bring along,verb
1569,哨,哨,shao4,whistle,noun
1570,奢侈,奢侈,she1chi3,luxury,adjective
1571,涉及,涉及,she4ji2,to deal with,verb
1572,设立,設立,she4li4,to set up,verb
1573,小区,社區,she4qu1,community,noun
1574,摄取,攝取,she4qu3,to incept,verb
1575,摄氏度,攝氏度,she4shi4du4,Celsius,noun
1576,设想,設想,she4xiang3,to assume,verb
1577,设置,設置,she4zhi4,to intercalate,verb
1578,深奥,深奧,shen1ao4,abstruseness,adjective
1579,申报,申報,shen1bao4,to declare,verb
1580,深沉,深沉,shen1chen2,deep,adjective
1581,深情厚谊,深情厚誼,shen1qing2hou4yi4,profound friendship,noun
1582,绅士,紳士,shen1shi4,gentleman,noun
1583,呻吟,呻吟,shen1yin2,to groan,verb
1584,神奇,神奇,shen2qi2,miraculous,adjective
1585,神气,神氣,shen2qi4,perky,adjective
1586,神情,神情,shen2qing2,look,noun
1587,神色,神色,shen2se4,expression,noun
1588,神圣,神聖,shen2sheng4,holy,adjective
1589,神态,神態,shen2tai4,mien,noun
1590,神仙,神仙,shen2xian1,immortal,noun
1591,审查,審查,shen3cha2,checkup,noun
1592,审美,審美,shen3mei3,to taste,verb
1593,审判,審判,shen3pan4,to put to trial,verb
1594,渗透,滲透,shen4tou4,to infiltrate,verb
1595,慎重,慎重,shen4zhong4,careful,adjective
1596,牲畜,牲畜,sheng1chu4,livestock,noun
1597,生存,生存,sheng1cun2,to exist,verb
1598,生机,生機,sheng1ji1,vital force,noun
1599,生理,生理,sheng1li3,physiological,adjective
1600,声明,聲明,sheng1ming2,to assert,verb
1601,声势,聲勢,sheng1shi4,momentum,noun
1602,生疏,生疏,sheng1shu1,rusty,adjective
1603,生态,生態,sheng1tai4,ecology,noun
1604,生物,生物,sheng1wu4,organism,noun
1605,生效,生效,sheng1xiao4,to become effective,verb
1606,生锈,生銹,sheng1xiu4,to rust,verb
1607,声誉,聲譽,sheng1yu4,reputation,noun
1608,生育,生育,sheng1yu4,to procreate,verb
1609,省会,省會,sheng3hui4,provincial capital,noun
1610,盛产,盛產,sheng4chan3,to abound,verb
1611,胜负,勝負,sheng4fu4,victory or defeat,noun
1612,盛开,盛開,sheng4kai4,to bloom,verb
1613,盛情,盛情,sheng4qing2,hospitality,noun
1614,盛行,盛行,sheng4xing2,to prevail,verb
1615,师范,師範,shi1fan4,teacher-training,noun
1616,施加,施加,shi1jia1,infliction,noun
1617,尸体,屍體,shi1ti3,ashes,noun
1618,施展,施展,shi1zhan3,to display,verb
1619,失踪,失蹤,shi1zong1,disappearance,noun
1620,拾,拾,shi2,to pick up,verb
1621,识别,識別,shi2bie2,to identify,verb
1622,时差,時差,shi2cha1,time difference,noun
1623,时常,時常,shi2chang2,frequently,adverb
1624,时而,時而,shi2er2,occassionally,adverb
1625,时光,時光,shi2guang1,time,noun
1626,实惠,實惠,shi2hui4,boon,noun
1627,时机,時機,shi2ji1,opportunity,noun
1628,实力,實力,shi2li4,strength,noun
1629,实施,實施,shi2shi1,to actualize,verb
1630,时事,時事,shi2shi4,current affairs,noun
1631,石油,石油,shi2you2,petroleum,noun
1632,实质,實質,shi2zhi4,parenchyma,noun
1633,时装,時裝,shi2zhuang1,fashionable dress,noun
1634,十足,十足,shi2zu2,downright,adjective
1635,使命,使命,shi3ming4,mission,noun
1636,势必,勢必,shi4bi4,to be bound to,verb
1637,世代,世代,shi4dai4,for generations,adverb
1638,示范,示範,shi4fan4,demonstration,noun
1639,释放,釋放,shi4fang4,to release,verb
1640,是非,是非,shi4fei1,right and wrong,noun
1641,事故,事故,shi4gu4,accident,noun
1642,世纪,世紀,shi4ji4,century,noun
1643,世界,世界,shi4jie4,world,noun
1644,世界观,世界觀,shi4jie4guan1,world point of view or outlook,noun
1645,视力,視力,shi4li4,eyesight,noun
1646,势力,勢力,shi4li4,force,noun
1647,实事求是,實事求是,shi4shi2qiu2shi4,seeking truth from facts,other
1648,逝世,逝世,shi4shi4,to die,verb
1649,事态,事態,shi4tai4,a state of affairs,noun
1650,试图,試圖,shi4tu2,to attempt,verb
1651,示威,示威,shi4wei1,to demonstrate,verb
1652,事务,事務,shi4wu4,affair,noun
1653,视线,視線,shi4xian4,line of sight,noun
1654,事项,事項,shi4xiang4,item,noun
1655,试验,試驗,shi4yan4,experimentation,noun
1656,视野,視野,shi4ye3,eyeshot,noun
1657,事业,事業,shi4ye4,career,noun
1658,事宜,事宜,shi4yi2,issue,noun
1659,示意,示意,shi4yi4,to hint,verb
1660,收缩,收縮,shou1suo3,to contract,verb
1661,收音机,收音機,shou1yin1ji1,radio,noun
1662,手法,手法,shou3fa3,ploy,noun
1663,守护,守護,shou3hu4,guardianship,noun
1664,手势,手勢,shou3shi4,gesture,noun
1665,首要,首要,shou3yao4,chiefly,adverb
1666,手艺,手藝,shou3yi4,craft,noun
1667,授予,授予,shou4yu3,to award,verb
1668,受罪,受罪,shou4zui4,to suffer,verb
